,Country,Region,City,Longitude,Latitude,attacktype,nkill,nwound,Date,ntotal
454,Iraq,Middle East & North Africa,Baghdad,44.400275,33.336428999999995,Bombing/Explosion,61.0,90.0,12-3-2006,151.0
455,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,51.0,90.0,12-3-2006,141.0
456,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,13.0,55.0,12-5-2006,68.0
457,Iraq,Middle East & North Africa,Baghdad,44.412535,33.330607,Bombing/Explosion,61.0,148.0,12-12-2006,209.0
458,Iraq,Middle East & North Africa,Baghdad,44.412535,33.330607,Bombing/Explosion,46.0,148.0,12-12-2006,194.0
459,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,25.0,55.0,12-27-2006,80.0
460,Iraq,Middle East & North Africa,Baghdad,44.358453000000004,33.371795,Bombing/Explosion,17.0,35.0,12-27-2006,52.0
461,Iraq,Middle East & North Africa,Baghdad,44.318925,33.354467,Bombing/Explosion,13.0,51.0,12-29-2006,64.0
462,Iraq,Middle East & North Africa,Baghdad,44.402241,33.36723,Bombing/Explosion,65.0,123.0,1-16-2007,188.0
463,Iraq,Middle East & North Africa,Baghdad,44.427831,33.295639,Bombing/Explosion,88.0,160.0,1-22-2007,248.0
464,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,26.0,54.0,1-25-2007,80.0
465,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,15.0,55.0,1-27-2007,70.0
466,Iraq,Middle East & North Africa,Hillah,44.433333000000005,32.483333,Bombing/Explosion,57.0,150.0,2-1-2007,207.0
467,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,120.0,246.0,2-3-2007,366.0
468,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,66.0,150.0,2-12-2007,216.0
469,Pakistan,South Asia,Quetta,66.998734,30.182971000000002,Bombing/Explosion,16.0,35.0,2-17-2007,51.0
470,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,13.0,65.0,2-17-2007,78.0
471,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,56.0,127.0,2-18-2007,183.0
472,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,9.0,150.0,2-20-2007,159.0
473,Iraq,Middle East & North Africa,Najaf,44.330818,32.000596,Bombing/Explosion,9.0,43.0,2-21-2007,52.0
474,Iraq,Middle East & North Africa,Habbaniyah,43.572669,33.38223,Bombing/Explosion,35.0,60.0,2-24-2007,95.0
475,Afghanistan,South Asia,Bagram Air Field,69.273331,34.944168,Bombing/Explosion,24.0,27.0,2-27-2007,51.0
476,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,31.0,65.0,3-5-2007,96.0
477,Iraq,Middle East & North Africa,Hillah,44.433269,32.483494,Bombing/Explosion,92.0,200.0,3-6-2007,292.0
478,Northern Ireland,Western Europe,Belfast,-5.930109,54.597269,Bombing/Explosion,0.0,51.0,3-6-2007,51.0
479,Iraq,Middle East & North Africa,Balad Ruz,45.083333,33.7,Bombing/Explosion,31.0,25.0,3-7-2007,56.0
480,Iraq,Middle East & North Africa,Baghdad,44.460652,33.389934000000004,Bombing/Explosion,29.0,40.0,3-10-2007,69.0
481,Iraq,Middle East & North Africa,Baghdad,44.423196999999995,33.298668,Bombing/Explosion,31.0,39.0,3-11-2007,70.0
482,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,29.0,33.0,3-11-2007,62.0
483,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,32.0,24.0,3-11-2007,56.0
484,Iraq,Middle East & North Africa,Amriyat al-Fallujah,43.865418,33.165298,Bombing/Explosion,1.67,100.0,3-16-2007,101.67
485,Iraq,Middle East & North Africa,Albu Issa,44.024423999999996,33.520717,Bombing/Explosion,1.66,250.0,3-16-2007,251.66
486,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,13.0,50.0,3-19-2007,63.0
487,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Armed Assault,2.0,50.0,3-27-2007,52.0
488,Iraq,Middle East & North Africa,Tal Afar,42.451435,36.374029,Hostage Taking (Kidnapping),145.0,170.0,3-30-2007,315.0
489,Iraq,Middle East & North Africa,Baghdad,44.43234,33.41171,Bombing/Explosion,72.0,130.0,3-30-2007,202.0
490,Iraq,Middle East & North Africa,Khalis,44.519490999999995,33.851043,Bombing/Explosion,53.0,103.0,3-30-2007,156.0
491,Iraq,Middle East & North Africa,Tal Afar,42.451435,36.374029,Bombing/Explosion,145.0,170.0,3-30-2007,315.0
492,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,7.0,47.0,3-31-2007,54.0
493,Iraq,Middle East & North Africa,Tal Afar,42.451435,36.374029,Bombing/Explosion,153.0,347.0,3-27-2007,500.0
494,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,12.0,178.0,4-3-2007,190.0
495,Pakistan,South Asia,Parachinar,70.09983199999999,33.896729,Armed Assault,10.0,83.0,4-6-2007,93.0
496,Algeria,Middle East & North Africa,Algiers,3.042048,36.752887,Bombing/Explosion,30.0,160.0,4-11-2007,190.0
497,Iraq,Middle East & North Africa,Karbala,44.024968,32.614481,Bombing/Explosion,36.0,168.0,4-14-2007,204.0
498,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,34.0,50.0,4-15-2007,84.0
499,Iraq,Middle East & North Africa,Baghdad,44.402043,33.337634,Bombing/Explosion,127.0,148.0,4-18-2007,275.0
500,Iraq,Middle East & North Africa,Baghdad,44.460652,33.389934000000004,Bombing/Explosion,42.0,76.0,4-18-2007,118.0
501,Iraq,Middle East & North Africa,Baghdad,44.34494,33.268315,Bombing/Explosion,15.0,82.0,4-22-2007,97.0
502,Afghanistan,South Asia,Khost,69.923834,33.336728,Bombing/Explosion,11.0,40.0,4-22-2007,51.0
503,Iraq,Middle East & North Africa,Ramadi,43.311566,33.431899,Bombing/Explosion,20.0,35.0,4-23-2007,55.0
504,Iraq,Middle East & North Africa,Hit,42.838015000000006,33.639521,Bombing/Explosion,16.0,35.0,4-28-2007,51.0
505,Pakistan,South Asia,Charsadda,71.730028,34.148181,Bombing/Explosion,31.0,50.0,4-28-2007,81.0
506,Iraq,Middle East & North Africa,Karbala,44.024968,32.614481,Bombing/Explosion,69.0,178.0,4-28-2007,247.0
507,Iraq,Middle East & North Africa,Khalis,44.519490999999995,33.851043,Bombing/Explosion,33.0,60.0,4-30-2007,93.0
508,Iraq,Middle East & North Africa,Khalis,44.519490999999995,33.851043,Bombing/Explosion,32.0,64.0,5-1-2007,96.0
509,Iraq,Middle East & North Africa,Ramadi district,43.311566,33.431899,Bombing/Explosion,22.0,40.0,5-7-2007,62.0
510,Iraq,Middle East & North Africa,Makhmour,43.590168,35.765326,Bombing/Explosion,30.0,60.0,5-13-2007,90.0
511,Iraq,Middle East & North Africa,Abu Saydah,44.773299,33.927271000000005,Bombing/Explosion,32.0,50.0,5-15-2007,82.0
512,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,24.0,60.0,5-22-2007,84.0
513,Iraq,Middle East & North Africa,Baghdad,44.326021000000004,33.28131,Bombing/Explosion,25.0,75.0,5-29-2007,100.0
514,Iraq,Middle East & North Africa,Fallujah,43.783488,33.35004,Bombing/Explosion,26.0,50.0,5-31-2007,76.0
515,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,12.0,40.0,6-1-2007,52.0
516,Iraq,Middle East & North Africa,Tikrit,43.685789,34.604447,Bombing/Explosion,16.0,50.0,6-10-2007,66.0
517,Afghanistan,South Asia,Kabul,69.166111,34.533056,Bombing/Explosion,36.0,52.0,6-17-2007,88.0
518,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,79.0,200.0,6-19-2007,279.0
519,Iraq,Middle East & North Africa,Sulayman Beg,44.667751,34.788274,Bombing/Explosion,18.0,66.0,6-21-2007,84.0
520,Iraq,Middle East & North Africa,Baiji,43.493025,34.929159000000006,Bombing/Explosion,16.0,50.0,6-25-2007,66.0
521,Iraq,Middle East & North Africa,Baghdad,44.34494,33.268315,Bombing/Explosion,22.0,50.0,6-29-2007,72.0
522,Iraq,Middle East & North Africa,Baghdad,44.432341,33.411707,Bombing/Explosion,18.0,35.0,7-3-2007,53.0
523,Pakistan,South Asia,Islamabad,73.053857,33.708988,Hostage Taking (Kidnapping),7.0,207.0,7-4-2007,214.0
524,Iraq,Middle East & North Africa,Amerli,44.585491999999995,34.726456,Bombing/Explosion,150.0,250.0,7-7-2007,400.0
525,Iraq,Middle East & North Africa,Fallujah,43.783488,33.35004,Bombing/Explosion,21.0,50.0,7-10-2007,71.0
526,Iraq,Middle East & North Africa,Sherween,45.14945,33.773348999999996,Armed Assault,43.0,40.0,7-10-2007,83.0
527,Pakistan,South Asia,Islamabad,73.053857,33.708988,Armed Assault,96.0,35.0,7-10-2007,131.0
528,Pakistan,South Asia,Miran Shah,70.067081,32.998616999999996,Bombing/Explosion,25.0,26.0,7-14-2007,51.0
529,Pakistan,South Asia,Dera Ismail Khan,70.907234,31.828509999999998,Bombing/Explosion,27.0,60.0,7-15-2007,87.0
530,Pakistan,South Asia,Matta,72.41669499999999,34.931154,Bombing/Explosion,16.0,47.0,7-16-2007,63.0
531,Pakistan,South Asia,Dera Ismail Khan,70.907234,31.828509999999998,Bombing/Explosion,21.0,35.0,7-16-2007,56.0
532,Pakistan,South Asia,Islamabad,73.053857,33.708988,Bombing/Explosion,17.0,63.0,7-17-2007,80.0
533,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,80.0,183.0,7-18-2007,263.0
534,Pakistan,South Asia,Islamabad,73.053857,33.708988,Bombing/Explosion,14.0,40.0,7-18-2007,54.0
535,Iraq,Middle East & North Africa,Hillah,44.433269,32.483494,Bombing/Explosion,33.0,117.0,7-24-2007,150.0
536,Iraq,Middle East & North Africa,Baghdad,44.423196999999995,33.298668,Bombing/Explosion,25.0,115.0,7-27-2007,140.0
537,Iraq,Middle East & North Africa,Baghdad,44.347297999999995,33.314654,Bombing/Explosion,30.0,75.0,7-27-2007,105.0
538,Iraq,Middle East & North Africa,Baghdad,44.472644,33.316458000000004,Bombing/Explosion,20.0,60.0,7-27-2007,80.0
539,Pakistan,South Asia,Islamabad,73.053857,33.708988,Bombing/Explosion,12.0,43.0,7-27-2007,55.0
540,Pakistan,South Asia,Islamabad,73.053857,33.708988,Bombing/Explosion,15.0,64.0,7-27-2007,79.0
541,Iraq,Middle East & North Africa,Baghdad,44.347297999999995,33.314654,Bombing/Explosion,50.0,20.0,8-2-2007,70.0
542,Iraq,Middle East & North Africa,Baghdad,44.422857,33.298668,Bombing/Explosion,20.0,40.0,8-2-2007,60.0
543,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,7.0,47.0,8-10-2007,54.0
544,Russia,Russia & the Newly Independent States (NIS),Velikiy Novgorod,31.28333,58.51667,Bombing/Explosion,0.0,60.0,8-15-2007,60.0
545,Iraq,Middle East & North Africa,Qahtaniya,41.79807,36.232043,Bombing/Explosion,250.0,750.0,8-14-2007,1000.0
546,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,3.0,54.0,8-18-2007,57.0
547,Iraq,Middle East & North Africa,Baiji,43.493025,34.929159000000006,Bombing/Explosion,20.0,40.0,8-22-2007,60.0
548,Iraq,Middle East & North Africa,Karbala,44.024968,32.614481,Armed Assault,27.0,147.0,8-28-2007,174.0
549,Pakistan,South Asia,Rawalpindi,73.043426,33.600398999999996,Bombing/Explosion,18.0,35.0,9-4-2007,53.0
550,Algeria,Middle East & North Africa,Batna,6.1666669999999995,35.55,Bombing/Explosion,16.0,74.0,9-6-2007,90.0
551,Algeria,Middle East & North Africa,Dellys,3.891396,36.919552,Bombing/Explosion,30.0,47.0,9-8-2007,77.0
552,Afghanistan,South Asia,Gereshk,64.55,31.816667,Bombing/Explosion,28.0,60.0,9-10-2007,88.0
553,Iraq,Middle East & North Africa,Mosul,43.13,36.34,Bombing/Explosion,4.0,47.0,9-26-2007,51.0
554,Iraq,Middle East & North Africa,Tal Afar,42.451435,36.374029,Bombing/Explosion,4.0,57.0,10-4-2007,61.0
555,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,8.0,50.0,10-11-2007,58.0
556,Pakistan,South Asia,Karachi,67.100078,24.889054,Armed Assault,141.0,250.0,10-18-2007,391.0
557,Pakistan,South Asia,Mingora,72.356922,34.774359999999994,Bombing/Explosion,21.0,34.0,10-25-2007,55.0
558,Afghanistan,South Asia,Unknown,69.287754,35.804295,Bombing/Explosion,64.0,95.0,11-6-2007,159.0
559,Pakistan,South Asia,Parachinar,70.09983199999999,33.896729,Armed Assault,90.0,150.0,11-18-2007,240.0
560,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,13.0,57.0,11-23-2007,70.0
561,Algeria,Middle East & North Africa,Algiers,3.042048,36.752887,Bombing/Explosion,67.0,100.0,12-11-2007,167.0
562,Iraq,Middle East & North Africa,Amarah,47.150821,31.837565,Bombing/Explosion,42.0,125.0,12-12-2007,167.0
563,Pakistan,South Asia,Charsadda,71.730028,34.148181,Bombing/Explosion,72.0,101.0,12-21-2007,173.0
564,Iraq,Middle East & North Africa,Baiji,43.493025,34.929159000000006,Bombing/Explosion,20.0,80.0,12-25-2007,100.0
565,Pakistan,South Asia,Rawalpindi,73.043426,33.600398999999996,Assassination,20.0,100.0,12-27-2007,120.0
566,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,37.0,30.0,1-1-2008,67.0
567,Iraq,Middle East & North Africa,Mosul,43.13,36.34,Bombing/Explosion,7.0,70.0,1-23-2008,77.0
568,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,90.0,130.0,2-1-2008,220.0
569,Iraq,Middle East & North Africa,Balad,44.145278000000005,34.016389000000004,Bombing/Explosion,23.0,40.0,2-10-2008,63.0
570,Pakistan,South Asia,Parachinar,70.09983199999999,33.896729,Bombing/Explosion,38.0,93.0,2-16-2008,131.0
571,Afghanistan,South Asia,Kandahar,65.675942,31.617666999999997,Bombing/Explosion,101.0,100.0,2-17-2008,201.0
572,Afghanistan,South Asia,Spin Boldak,66.39805600000001,31.008056,Bombing/Explosion,39.0,41.0,2-18-2008,80.0
573,Iraq,Middle East & North Africa,Iskandariyah,44.348,32.885040000000004,Bombing/Explosion,64.0,68.0,2-24-2008,132.0
574,Iraq,Middle East & North Africa,Baghdad,44.391023,33.354802,Bombing/Explosion,12.0,46.0,3-3-2008,58.0
575,Iraq,Middle East & North Africa,Baghdad,44.423196999999995,33.298668,Bombing/Explosion,56.0,130.0,3-6-2008,186.0
576,Pakistan,South Asia,Lahore,74.357158,31.554606,Bombing/Explosion,27.0,200.0,3-11-2008,227.0
577,Iraq,Middle East & North Africa,Karbala,44.024968,32.614481,Bombing/Explosion,40.0,65.0,3-17-2008,105.0
578,Iraq,Middle East & North Africa,Mosul,43.13,36.34,Bombing/Explosion,13.0,42.0,3-23-2008,55.0
579,Iraq,Middle East & North Africa,Baqubah,44.633333,33.75,Bombing/Explosion,42.0,80.0,4-15-2008,122.0
580,Iraq,Middle East & North Africa,Abu Mohammed,44.921110999999996,33.918611,Bombing/Explosion,46.0,60.0,4-17-2008,106.0
581,Afghanistan,South Asia,Zaranj,61.86,30.96,Bombing/Explosion,25.0,30.0,4-17-2008,55.0
582,Iraq,Middle East & North Africa,Balad Ruz,45.083333,33.7,Bombing/Explosion,36.0,66.0,5-1-2008,102.0
583,Iraq,Middle East & North Africa,Balad Ruz,45.083333,33.7,Bombing/Explosion,45.0,75.0,5-1-2008,120.0
584,Yemen,Middle East & North Africa,Sadah,43.76484,16.934746,Bombing/Explosion,15.0,60.0,5-2-2008,75.0
585,Iraq,Middle East & North Africa,Abu Ghraib,44.065556,33.291944,Bombing/Explosion,31.0,20.0,5-14-2008,51.0
586,Iraq,Middle East & North Africa,Baghdad,44.318925,33.354467,Bombing/Explosion,63.0,75.0,6-17-2008,138.0
587,Iraq,Middle East & North Africa,Mosul,43.13,36.34,Bombing/Explosion,18.0,62.0,6-26-2008,80.0
588,Pakistan,South Asia,Islamabad,73.053857,33.708988,Bombing/Explosion,20.0,40.0,7-6-2008,60.0
589,Afghanistan,South Asia,Kabul,69.166111,34.533056,Bombing/Explosion,58.0,141.0,7-7-2008,199.0
590,Afghanistan,South Asia,Dihrawud,65.45643199999999,32.623739,Bombing/Explosion,25.0,35.0,7-13-2008,60.0
591,Iraq,Middle East & North Africa,Baqubah,44.633333,33.75,Bombing/Explosion,33.0,55.0,7-15-2008,88.0
592,Iraq,Middle East & North Africa,Tal Afar,42.451435,36.374029,Bombing/Explosion,16.0,94.0,7-16-2008,110.0
593,Iraq,Middle East & North Africa,Baghdad,44.423196999999995,33.298668,Bombing/Explosion,24.0,61.0,7-28-2008,85.0
594,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,27.0,183.0,7-28-2008,210.0
595,Iraq,Middle East & North Africa,Tal Afar,42.451435,36.374029,Bombing/Explosion,21.0,71.0,8-8-2008,92.0
596,Pakistan,South Asia,Lahore,74.357158,31.554606,Bombing/Explosion,11.0,40.0,8-13-2008,51.0
597,Iraq,Middle East & North Africa,Iskandariyah,44.348,32.885040000000004,Bombing/Explosion,25.0,76.0,8-14-2008,101.0
598,Pakistan,South Asia,Dera Ismail Khan,70.907234,31.828509999999998,Bombing/Explosion,28.0,30.0,8-19-2008,58.0
599,Algeria,Middle East & North Africa,Issers,3.6708480000000003,36.72398,Bombing/Explosion,44.0,45.0,8-19-2008,89.0
600,Pakistan,South Asia,Islamabad,73.053857,33.708988,Bombing/Explosion,64.0,100.0,8-21-2008,164.0
601,Iraq,Middle East & North Africa,Zaydan,44.025017,33.246542,Bombing/Explosion,31.0,42.0,8-24-2008,73.0
602,Iraq,Middle East & North Africa,Jalawlah,45.165803000000004,34.273724,Bombing/Explosion,26.0,40.0,8-26-2008,66.0
603,Pakistan,South Asia,Dir,71.873006,35.202293,Bombing/Explosion,25.0,50.0,9-10-2008,75.0
604,Mexico,North America,Morelia,-101.186421,19.700592999999998,Bombing/Explosion,8.0,101.0,9-15-2008,109.0
605,Pakistan,South Asia,Islamabad,73.053857,33.708988,Bombing/Explosion,61.0,200.0,9-20-2008,261.0
606,Iraq,Middle East & North Africa,Jurf al-Sakhr,44.21235,32.8657,Armed Assault,15.0,40.0,10-20-2008,55.0
607,Thailand,Southeast Asia,Sukhirin,101.695444,5.9532300000000005,Bombing/Explosion,1.0,70.0,11-4-2008,71.0
608,Russia,Russia & the Newly Independent States (NIS),Vladikavkaz,44.665805999999996,43.047456,Bombing/Explosion,12.0,40.0,11-5-2008,52.0
609,Pakistan,South Asia,Bajaur district,71.492391,34.733076000000004,Assassination,18.0,45.0,11-6-2008,63.0
610,Iraq,Middle East & North Africa,Baghdad,44.363851000000004,33.368140999999994,Bombing/Explosion,32.0,71.0,11-10-2008,103.0
611,Iraq,Middle East & North Africa,Baghdad,44.488946999999996,33.305081,Bombing/Explosion,12.0,60.0,11-12-2008,72.0
612,Afghanistan,South Asia,Chaharikar,69.16888900000001,35.013056,Bombing/Explosion,8.0,62.0,11-21-2008,70.0
613,Iraq,Middle East & North Africa,Baghdad,44.432852000000004,33.334311,Bombing/Explosion,17.0,46.0,12-1-2008,63.0
614,Pakistan,South Asia,Peshawar,71.579994,34.009667,Bombing/Explosion,27.0,50.0,12-5-2008,77.0
615,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,56.0,120.0,12-11-2008,176.0
616,Iraq,Middle East & North Africa,Baghdad,44.406374,33.358044,Bombing/Explosion,18.0,65.0,12-17-2008,83.0
617,Iraq,Middle East & North Africa,Baghdad,44.335437,33.367309000000006,Bombing/Explosion,25.0,54.0,12-27-2008,79.0
618,Afghanistan,South Asia,,69.859741,33.358508,Assassination,17.0,58.0,12-28-2008,75.0
619,Iraq,Middle East & North Africa,Sinjar,41.865884,36.321738,Bombing/Explosion,5.0,50.0,12-31-2008,55.0
620,Iraq,Middle East & North Africa,Yusufiyah,44.2599,33.078996999999994,Assassination,30.0,110.0,1-2-2009,140.0
621,Iraq,Middle East & North Africa,Baghdad,44.338328000000004,33.380005,Bombing/Explosion,36.0,65.0,1-4-2009,101.0
622,Iraq,Middle East & North Africa,Karbala,44.025046,32.613991999999996,Bombing/Explosion,21.0,128.0,2-3-2009,149.0
623,Pakistan,South Asia,Dera Ghazi Khan,70.639676,30.034319,Bombing/Explosion,33.0,48.0,2-5-2009,81.0
624,Iraq,Middle East & North Africa,Baghdad,44.34494,33.268315,Bombing/Explosion,16.0,45.0,2-11-2009,61.0
625,Iraq,Middle East & North Africa,Karbala,44.024968,32.614481,Bombing/Explosion,9.0,56.0,2-12-2009,65.0
626,Iraq,Middle East & North Africa,Musayib,44.29,32.778611,Bombing/Explosion,40.0,69.0,2-13-2009,109.0
627,Iraq,Middle East & North Africa,Musayib,44.29,32.778611,Bombing/Explosion,41.0,80.0,2-13-2009,121.0
628,Pakistan,South Asia,Dera Ismail Khan,70.907234,31.828509999999998,Bombing/Explosion,27.0,65.0,2-20-2009,92.0
629,Iraq,Middle East & North Africa,Hillah,44.433333000000005,32.483333,Bombing/Explosion,10.0,68.0,3-5-2009,78.0
630,Iraq,Middle East & North Africa,Baghdad,44.430587,33.348329,Bombing/Explosion,29.0,58.0,3-8-2009,87.0
631,Iraq,Middle East & North Africa,Abu Ghraib,44.065556,33.291944,Bombing/Explosion,34.0,46.0,3-10-2009,80.0
632,Iraq,Middle East & North Africa,Baghdad,44.432341,33.411707,Bombing/Explosion,20.0,38.0,3-26-2009,58.0
633,Pakistan,South Asia,Jamrud,71.381807,34.00161,Bombing/Explosion,57.0,158.0,3-27-2009,215.0
634,Pakistan,South Asia,Manawan,72.131987,32.5539,Armed Assault,12.0,90.0,3-30-2009,102.0
635,Pakistan,South Asia,Chakwal,72.855476,32.930357,Bombing/Explosion,25.0,140.0,4-5-2009,165.0
636,Iraq,Middle East & North Africa,Baghdad,44.460652,33.389934000000004,Bombing/Explosion,10.0,65.0,4-6-2009,75.0
637,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,32.0,50.0,4-23-2009,82.0
638,Iraq,Middle East & North Africa,Muqdadiyah,44.92668,33.971348,Bombing/Explosion,49.0,77.0,4-23-2009,126.0
639,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,66.0,127.0,4-24-2009,193.0
640,Iraq,Middle East & North Africa,Baghdad,44.460652,33.389934000000004,Bombing/Explosion,45.0,78.0,4-29-2009,123.0
641,Afghanistan,South Asia,Chaharikar,69.16888900000001,35.013056,Unarmed Assault,0.0,63.0,5-11-2009,63.0
642,Afghanistan,South Asia,Mahmud Raqi,69.34808699999999,35.014374,Unarmed Assault,0.0,98.0,5-12-2009,98.0
643,Iraq,Middle East & North Africa,Baghdad,44.280339,33.370215,Bombing/Explosion,41.0,83.0,5-20-2009,124.0
644,Pakistan,South Asia,Peshawar,71.579994,34.009667,Bombing/Explosion,7.0,80.0,5-22-2009,87.0
645,Pakistan,South Asia,Lahore,74.357158,31.554606,Armed Assault,30.0,200.0,5-27-2009,230.0
646,Pakistan,South Asia,Peshawar,71.579994,34.009667,Bombing/Explosion,7.0,70.0,5-28-2009,77.0
647,Pakistan,South Asia,Dir,71.873006,35.202293,Bombing/Explosion,31.0,60.0,6-5-2009,91.0
648,Pakistan,South Asia,Peshawar,71.579994,34.009667,Bombing/Explosion,19.0,57.0,6-9-2009,76.0
649,Iraq,Middle East & North Africa,Batha,45.883691,31.113591999999997,Bombing/Explosion,28.0,45.0,6-10-2009,73.0
650,Iraq,Middle East & North Africa,Taza Khurmatu,44.327279,35.29915,Bombing/Explosion,83.0,211.0,6-20-2009,294.0
651,Afghanistan,South Asia,Khost,69.923834,33.336728,Bombing/Explosion,11.0,41.0,6-22-2009,52.0
652,Iraq,Middle East & North Africa,Baghdad,44.460652,33.389934000000004,Bombing/Explosion,55.0,116.0,6-24-2009,171.0
653,Iraq,Middle East & North Africa,Baghdad,44.408735,33.336690000000004,Bombing/Explosion,13.0,45.0,6-26-2009,58.0
654,Iraq,Middle East & North Africa,Kirkuk,44.39098,35.46883,Bombing/Explosion,35.0,95.0,6-30-2009,130.0
655,Iraq,Middle East & North Africa,Tal Afar,42.451435,36.374029,Assassination,36.0,60.0,7-9-2009,96.0
656,Pakistan,South Asia,Multan,71.467629,30.197843,Bombing/Explosion,15.0,70.0,7-13-2009,85.0
657,Iraq,Middle East & North Africa,Baghdad,44.432341,33.411707,Bombing/Explosion,24.0,107.0,7-31-2009,131.0
658,Iraq,Middle East & North Africa,Jargan,43.256512,36.632677,Bombing/Explosion,40.0,276.0,8-7-2009,316.0
659,Iraq,Middle East & North Africa,Baghdad,44.326021000000004,33.28131,Bombing/Explosion,7.0,46.0,8-10-2009,53.0
660,Iraq,Middle East & North Africa,Khazna,43.357372999999995,36.362773,Bombing/Explosion,25.0,70.0,8-10-2009,95.0
661,Pakistan,South Asia,South Waziristan district,69.859741,32.320237,Armed Assault,70.0,0.0,8-12-2009,70.0
662,Iraq,Middle East & North Africa,Sinjar,41.865884,36.321738,Bombing/Explosion,23.0,34.0,8-13-2009,57.0
663,Algeria,Middle East & North Africa,Les Issers,3.6708480000000003,36.72398,Bombing/Explosion,43.0,38.0,8-18-2009,81.0
664,Iraq,Middle East & North Africa,Baghdad,44.396042,33.355082,Bombing/Explosion,102.0,552.0,8-19-2009,654.0
665,Iraq,Middle East & North Africa,Mahawil,44.407655,32.661035999999996,Bombing/Explosion,9.0,42.0,8-20-2009,51.0
666,Iraq,Middle East & North Africa,Musayib,44.29,32.778611,Bombing/Explosion,13.0,130.0,8-20-2009,143.0
667,Afghanistan,South Asia,Kandahar,65.675942,31.617666999999997,Bombing/Explosion,36.0,64.0,8-25-2009,100.0
668,Afghanistan,South Asia,Mihtarlam,70.210865,34.667065,Bombing/Explosion,19.0,35.0,9-2-2009,54.0
669,Iraq,Middle East & North Africa,Musayib,44.29,32.778611,Bombing/Explosion,3.0,51.0,9-3-2009,54.0
670,Pakistan,South Asia,Kohat,71.433219,33.583401,Bombing/Explosion,25.0,36.0,9-18-2009,61.0
671,Afghanistan,South Asia,Maywand,65.05424599999999,31.623036,Bombing/Explosion,30.0,39.0,9-29-2009,69.0
672,Afghanistan,South Asia,Kabul,69.166111,34.533056,Bombing/Explosion,13.0,83.0,10-8-2009,96.0
673,Pakistan,South Asia,Peshawar,71.579994,34.009667,Bombing/Explosion,42.0,100.0,10-9-2009,142.0
674,Pakistan,South Asia,Lahore,74.357158,31.554606,Bombing/Explosion,10.0,50.0,10-15-2009,60.0
675,Iraq,Middle East & North Africa,Tal Afar,42.451435,36.374029,Bombing/Explosion,13.0,75.0,10-16-2009,88.0
676,Iraq,Middle East & North Africa,Baghdad,44.391168,33.330126,Bombing/Explosion,76.0,360.0,10-25-2009,436.0
677,Iraq,Middle East & North Africa,Baghdad,44.392056,33.3308,Bombing/Explosion,77.0,360.0,10-25-2009,437.0
678,Pakistan,South Asia,Peshawar,71.579994,34.009667,Bombing/Explosion,120.0,200.0,10-28-2009,320.0
679,Pakistan,South Asia,Rawalpindi,73.043426,33.600398999999996,Bombing/Explosion,35.0,63.0,11-2-2009,98.0
