,Country,Region,City,Longitude,Latitude,attacktype,nkill,nwound,Date,ntotal
0,Switzerland,Western Europe,Zurich,8.539182,47.36865,Bombing/Explosion,47.0,0.0,2-21-1970,47.0
1,South Vietnam,Southeast Asia,Pleiku,108.002298,13.977955999999999,Bombing/Explosion,81.0,0.0,6-15-1972,81.0
2,Great Britain,Western Europe,London,-0.126236,51.500152,Bombing/Explosion,1.0,238.0,3-8-1973,239.0
3,Greece,Western Europe,Athens,23.716647000000002,37.97918,Bombing/Explosion,5.0,55.0,8-5-1973,60.0
4,Italy,Western Europe,Rome,12.494249,41.89052,Hostage Taking (Barricade Incident),30.0,50.0,12-17-1973,80.0
5,Great Britain,Western Europe,London,-0.126236,51.500152,Bombing/Explosion,0.0,34.0,12-18-1973,34.0
6,Great Britain,Western Europe,London,-0.126236,51.500152,Bombing/Explosion,1.0,41.0,7-17-1974,42.0
7,Italy,Western Europe,Bologna,11.346518,44.49419,Bombing/Explosion,12.0,48.0,8-4-1974,60.0
8,United States,North America,Los Angeles,-118.245319,34.053490000000004,Bombing/Explosion,3.0,36.0,8-6-1974,39.0
9,Greece,Western Europe,Athens,23.716647000000002,37.97918,Bombing/Explosion,88.0,0.0,9-8-1974,88.0
10,Spain,Western Europe,Madrid,-3.7003449999999996,40.416691,Bombing/Explosion,12.0,70.0,9-13-1974,82.0
11,Great Britain,Western Europe,Birmingham,-1.8935919999999997,52.482960999999996,Bombing/Explosion,10.5,81.0,11-21-1974,91.5
12,Great Britain,Western Europe,Birmingham,-1.8935919999999997,52.482960999999996,Bombing/Explosion,10.5,81.0,11-21-1974,91.5
13,United States,North America,New York City,-74.007124,40.71455,Bombing/Explosion,4.0,53.0,1-24-1975,57.0
14,Great Britain,Western Europe,London,-0.126236,51.500152,Bombing/Explosion,2.0,40.0,9-5-1975,42.0
15,United States,North America,New York City,-73.829959,40.713985,Bombing/Explosion,11.0,74.0,12-29-1975,85.0
16,Syria,Middle East & North Africa,Aleppo,37.142588,36.212989,Hostage Taking (Barricade Incident),5.0,34.0,9-26-1976,39.0
17,Barbados,Central America & Caribbean,Grantly Adams International Airport,-59.493007999999996,13.077333,Bombing/Explosion,73.0,0.0,10-6-1976,73.0
18,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,10.0,285.0,12-15-1976,295.0
19,Thailand,Southeast Asia,Yala Province,101.251838,6.201532,Assassination,1.0,50.0,9-22-1977,51.0
20,Malaysia,Southeast Asia,Penang,100.46079499999999,5.299445,Hijacking,100.0,0.0,12-4-1977,100.0
21,Nicaragua,Central America & Caribbean,Granada,-85.95602,11.929880,Bombing/Explosion,14.0,24.0,2-2-1978,38.0
22,Northern Ireland,Western Europe,Belfast,-5.930109,54.597269,Bombing/Explosion,14.0,25.0,2-17-1978,39.0
23,Nicaragua,Central America & Caribbean,Achuapa,-86.58912099999999,13.052295,Armed Assault,34.0,20.0,11-30-1978,54.0
24,Pakistan,South Asia,Peshwar,71.579994,34.009667,Bombing/Explosion,6.0,40.0,2-1-1979,46.0
25,Myanmar,Southeast Asia,Thaton,97.36544599999999,16.933177,Bombing/Explosion,5.0,60.0,3-9-1979,65.0
26,Spain,Western Europe,Madrid,-3.7003449999999996,40.416691,Bombing/Explosion,8.0,39.0,5-26-1979,47.0
27,Spain,Western Europe,Madrid,-3.7003449999999996,40.416691,Bombing/Explosion,2.0,50.0,7-29-1979,52.0
28,Spain,Western Europe,Madrid,-3.7003449999999996,40.416691,Bombing/Explosion,2.0,50.0,7-29-1979,52.0
29,Afghanistan,South Asia,Ghazni,68.41667,33.55,Bombing/Explosion,50.0,0.0,8-27-1979,50.0
30,El Salvador,Central America & Caribbean,San Salvador,-89.199161,13.692879999999999,Bombing/Explosion,7.0,30.0,9-25-1979,37.0
31,Tunisia,Middle East & North Africa,Gafsa,8.784167,34.425,Bombing/Explosion,41.0,100.0,1-27-1980,141.0
32,Syria,Middle East & North Africa,Aleppo,37.142588,36.212989,Bombing/Explosion,34.0,0.0,2-18-1980,34.0
33,Thailand,Southeast Asia,Bangkok,100.524123,13.727896,Bombing/Explosion,19.0,25.0,4-11-1980,44.0
34,Pakistan,South Asia,Peshawar,71.579994,34.009667,Bombing/Explosion,17.0,18.0,5-8-1980,35.0
35,El Salvador,Central America & Caribbean,El Trifinio,-88.432142,13.553101999999999,Armed Assault,50.0,0.0,5-17-1980,50.0
36,El Salvador,Central America & Caribbean,Chalatenango,-88.938568,14.04111,Armed Assault,50.0,0.0,5-17-1980,50.0
37,El Salvador,Central America & Caribbean,El Trifino,-88.432142,13.553101999999999,Armed Assault,50.0,0.0,5-17-1980,50.0
38,El Salvador,Central America & Caribbean,Osicala,-88.145787,13.805691,Armed Assault,40.0,100.0,6-2-1980,140.0
39,El Salvador,Central America & Caribbean,San Salvador,-89.199161,13.692879999999999,Armed Assault,25.0,12.0,6-26-1980,37.0
40,Thailand,Southeast Asia,Bangkok,100.524123,13.727896,Bombing/Explosion,0.0,31.0,6-30-1980,31.0
41,Spain,Western Europe,Logrono,-2.449995,42.465776,Bombing/Explosion,1.0,34.0,7-22-1980,35.0
42,Guatemala,Central America & Caribbean,San Juan Cotzal,-91.035556,15.435278,Armed Assault,32.0,6.0,7-28-1980,38.0
43,Italy,Western Europe,Bologna,11.346518,44.49419,Bombing/Explosion,76.0,188.0,8-2-1980,264.0
44,El Salvador,Central America & Caribbean,Potonico,-88.892274,13.965554000000001,Armed Assault,47.0,0.0,8-7-1980,47.0
45,El Salvador,Central America & Caribbean,Suchitoto,-89.025836,13.933732000000001,Armed Assault,300.0,0.0,8-15-1980,300.0
46,Great Britain,Western Europe,London,-0.126236,51.500152,Facility/Infrastructure Attack,37.0,23.0,8-16-1980,60.0
47,El Salvador,Central America & Caribbean,Aguilares,-89.189722,13.957222,Armed Assault,35.0,0.0,8-16-1980,35.0
48,Guatemala,Central America & Caribbean,Guatemala City,-90.53288,14.624422000000001,Bombing/Explosion,8.0,80.0,9-5-1980,88.0
49,El Salvador,Central America & Caribbean,San Pedro Perulapan,-89.045407,13.786461,Armed Assault,60.0,0.0,9-9-1980,60.0
50,West Germany (FRG),Western Europe,Munich,11.580186,48.139126,Bombing/Explosion,13.0,215.0,9-26-1980,228.0
51,El Salvador,Central America & Caribbean,San Vicente,-88.785423,13.641210000000001,Armed Assault,54.0,0.0,10-14-1980,54.0
52,El Salvador,Central America & Caribbean,Verapaz,-88.870694,13.64385,Armed Assault,40.0,0.0,10-15-1980,40.0
53,El Salvador,Central America & Caribbean,Armenia,-89.498889,13.743610999999998,Armed Assault,50.0,0.0,1-8-1981,50.0
54,El Salvador,Central America & Caribbean,Chalchuapa,-89.681111,13.986667,Armed Assault,40.0,0.0,1-11-1981,40.0
55,El Salvador,Central America & Caribbean,Cerro Pe±a Blanca,-87.94546,13.582486,Armed Assault,87.0,0.0,1-17-1981,87.0
56,El Salvador,Central America & Caribbean,Conchagua,-87.866667,13.3,Armed Assault,45.0,0.0,2-5-1981,45.0
57,El Salvador,Central America & Caribbean,La Bermuda,-89.037439,13.871448999999998,Bombing/Explosion,18.0,23.0,2-9-1981,41.0
58,El Salvador,Central America & Caribbean,Bermuda,-89.375,13.871389,Bombing/Explosion,18.0,24.0,2-9-1981,42.0
59,El Salvador,Central America & Caribbean,San Nicolas Lempa,-88.7,13.433333,Armed Assault,50.0,0.0,2-22-1981,50.0
60,El Salvador,Central America & Caribbean,San Lorenzo,-88.80456600000001,13.703735,Armed Assault,45.0,0.0,2-27-1981,45.0
61,El Salvador,Central America & Caribbean,San Sebastian,-88.819097,13.723215,Armed Assault,40.0,0.0,3-2-1981,40.0
62,El Salvador,Central America & Caribbean,San Vicente,-88.785423,13.641210000000001,Armed Assault,60.0,0.0,3-3-1981,60.0
63,El Salvador,Central America & Caribbean,San Antonio de Los Ranchos,-88.895512,14.004417000000002,Armed Assault,38.0,0.0,3-6-1981,38.0
64,El Salvador,Central America & Caribbean,San Lorenzo,-88.80456600000001,13.703735,Armed Assault,100.0,0.0,3-8-1981,100.0
65,Guatemala,Central America & Caribbean,San Mateo Ixtatan,-91.476114,15.830597000000001,Armed Assault,36.0,5.0,6-1-1981,41.0
66,Thailand,Southeast Asia,Bangkok,100.524123,13.727896,Bombing/Explosion,0.0,40.0,6-6-1981,40.0
67,Guatemala,Central America & Caribbean,Ixtan,-91.9,14.316667,Unknown,100.0,0.0,6-6-1981,100.0
68,El Salvador,Central America & Caribbean,Amatitan Abajo,-88.716667,13.766667000000002,Armed Assault,30.0,15.0,6-25-1981,45.0
69,Guatemala,Central America & Caribbean,Unknown,-90.299578,16.912032999999997,Armed Assault,50.0,0.0,7-12-1981,50.0
70,Greece,Western Europe,Piraeus,23.641103,37.950902,Bombing/Explosion,2.0,70.0,7-22-1981,72.0
71,Egypt,Middle East & North Africa,Cairo,31.249772999999998,30.069004999999997,Bombing/Explosion,3.0,56.0,8-2-1981,59.0
72,Guatemala,Central America & Caribbean,Zacualpa,-90.833301,15.083154,Armed Assault,35.0,0.0,8-12-1981,35.0
73,El Salvador,Central America & Caribbean,Curaren,-88.583333,13.8,Armed Assault,20.0,15.0,8-20-1981,35.0
74,Guatemala,Central America & Caribbean,Unknown,-90.982067,15.498381,Armed Assault,34.0,0.0,8-27-1981,34.0
75,Syria,Middle East & North Africa,Aleppo,37.142588,36.212989,Bombing/Explosion,20.0,50.0,9-3-1981,70.0
76,Guatemala,Central America & Caribbean,El Rancho,-90.7778,14.913889000000001,Armed Assault,32.0,0.0,9-13-1981,32.0
77,Guatemala,Central America & Caribbean,Unknown,-90.412518,15.07875,Armed Assault,31.0,0.0,9-27-1981,31.0
78,Guatemala,Central America & Caribbean,San Miguel Chicaj,-90.396028,15.093394,Armed Assault,14.0,30.0,9-29-1981,44.0
79,Egypt,Middle East & North Africa,Cairo,31.25,30.05,Assassination,8.0,30.0,10-6-1981,38.0
80,Egypt,Middle East & North Africa,Assiut,31.182778000000003,27.182778000000003,Bombing/Explosion,54.0,0.0,10-7-1981,54.0
81,Great Britain,Western Europe,London,-0.126236,51.500152,Bombing/Explosion,2.0,37.0,10-9-1981,39.0
82,Belgium,Western Europe,Antwerp,4.40289,51.219062,Bombing/Explosion,3.0,95.0,10-20-1981,98.0
83,Syria,Middle East & North Africa,Aleppo,37.142588,36.212989,Bombing/Explosion,90.0,135.0,11-29-1981,225.0
84,Guatemala,Central America & Caribbean,Unknown,-90.982067,14.563479000000001,Armed Assault,70.0,0.0,12-1-1981,70.0
85,Guatemala,Central America & Caribbean,Unknown,-90.982067,14.563479000000001,Armed Assault,32.0,0.0,12-6-1981,32.0
86,El Salvador,Central America & Caribbean,Perquin,-88.146348,13.949826000000002,Armed Assault,40.0,0.0,12-13-1981,40.0
87,Guatemala,Central America & Caribbean,San Pedro Sacatepequez,-91.77949699999999,14.968329999999998,Armed Assault,38.0,0.0,1-10-1982,38.0
88,El Salvador,Central America & Caribbean,Chichontepec Volcano,-88.85,13.6,Armed Assault,48.0,0.0,1-10-1982,48.0
89,Guatemala,Central America & Caribbean,Xesic,-91.155218,15.058648999999999,Armed Assault,42.0,0.0,1-13-1982,42.0
90,El Salvador,Central America & Caribbean,Jocoaitique,-88.157021,13.90668,Armed Assault,45.0,0.0,1-21-1982,45.0
91,El Salvador,Central America & Caribbean,Nueva Trinidad,-88.787842,14.073542000000002,Armed Assault,80.0,0.0,2-2-1982,80.0
92,Nicaragua,Central America & Caribbean,Las Brisas,-87.01666999999999,12.61667,Armed Assault,67.0,3.0,2-5-1982,70.0
93,Syria,Middle East & North Africa,Hamah,36.752194,35.136363,Bombing/Explosion,40.0,0.0,2-7-1982,40.0
94,Guatemala,Central America & Caribbean,San Miguel Uspantan,-90.87235,15.347892000000002,Armed Assault,51.0,0.0,2-16-1982,51.0
95,El Salvador,Central America & Caribbean,Amatitan Arriba,-88.73273,13.755754000000001,Armed Assault,60.0,0.0,3-3-1982,60.0
96,El Salvador,Central America & Caribbean,Amatitan Abajo,-88.716667,13.766667000000002,Armed Assault,40.0,0.0,3-14-1982,40.0
97,France,Western Europe,Limoges,1.261105,45.833619,Bombing/Explosion,5.0,27.0,3-29-1982,32.0
98,France,Western Europe,Paris,2.3522220000000003,48.856614,Bombing/Explosion,1.0,60.0,4-22-1982,61.0
99,Guatemala,Central America & Caribbean,Nebaj,-91.147222,15.408332999999999,Armed Assault,100.0,35.0,6-14-1982,135.0
100,Guatemala,Central America & Caribbean,Pal,-90.93333,15.516670000000001,Armed Assault,39.0,0.0,7-5-1982,39.0
101,Guatemala,Central America & Caribbean,Papumay,-90.929862,14.755234,Armed Assault,42.0,0.0,7-17-1982,42.0
102,Great Britain,Western Europe,London,-0.126236,51.500152,Bombing/Explosion,6.0,28.0,7-20-1982,34.0
103,Guatemala,Central America & Caribbean,Unknown,-90.412518,15.07875,Armed Assault,41.0,0.0,7-24-1982,41.0
104,Iraq,Middle East & North Africa,Baghdad,44.4,33.3,Bombing/Explosion,20.0,138.0,8-1-1982,158.0
105,Italy,Western Europe,Rome,12.494249,41.89052,Bombing/Explosion,1.0,37.0,10-9-1982,38.0
106,Northern Ireland,Western Europe,Ballykelly,-7.0239270000000005,55.043617000000005,Bombing/Explosion,16.0,66.0,12-6-1982,82.0
107,Nicaragua,Central America & Caribbean,Unknown,-83.93208100000001,13.839445999999999,Armed Assault,75.0,0.0,1-27-1983,75.0
108,El Salvador,Central America & Caribbean,Berlin,-88.530343,13.49446,Armed Assault,60.0,0.0,1-31-1983,60.0
109,El Salvador,Central America & Caribbean,Milingo,-89.16667,13.75,Armed Assault,20.0,50.0,2-12-1983,70.0
110,El Salvador,Central America & Caribbean,Suchitoto,-89.025836,13.933732000000001,Armed Assault,37.0,40.0,2-12-1983,77.0
111,El Salvador,Central America & Caribbean,Zacatecoluca,-88.866667,13.5,Armed Assault,41.0,0.0,2-14-1983,41.0
112,El Salvador,Central America & Caribbean,Meanguera,-88.15620600000001,13.851327,Armed Assault,31.0,5.0,2-18-1983,36.0
113,Nicaragua,Central America & Caribbean,Puerto Viejo,-85.24557,13.51457,Armed Assault,46.0,0.0,3-22-1983,46.0
114,Nicaragua,Central America & Caribbean,El Corozo,-84.9,12.1,Armed Assault,41.0,0.0,4-3-1983,41.0
115,Nicaragua,Central America & Caribbean,Chaguiton,-87.13333,13.65,Armed Assault,30.0,10.0,4-7-1983,40.0
116,Nicaragua,Central America & Caribbean,Las Animas,-85.786635,12.810234,Armed Assault,75.0,0.0,4-8-1983,75.0
117,El Salvador,Central America & Caribbean,Estanzuelas,-88.5,13.65,Armed Assault,40.0,0.0,4-15-1983,40.0
118,Nicaragua,Central America & Caribbean,Somoto,-86.638035,13.541594,Armed Assault,56.0,0.0,4-17-1983,56.0
119,Nicaragua,Central America & Caribbean,Ocotal,-86.476299,13.63325,Armed Assault,120.0,0.0,4-18-1983,120.0
120,El Salvador,Central America & Caribbean,El Amatillo,-87.76666999999999,13.6,Bombing/Explosion,58.0,0.0,4-29-1983,58.0
121,El Salvador,Central America & Caribbean,Santa Rosa de Lima,-87.89361099999999,13.624722,Bombing/Explosion,50.0,0.0,4-29-1983,50.0
122,Nicaragua,Central America & Caribbean,San Pablo,-86.71939,12.88263,Bombing/Explosion,100.0,0.0,5-7-1983,100.0
123,El Salvador,Central America & Caribbean,Cinquera,-88.966667,13.883332999999999,Armed Assault,120.0,0.0,5-8-1983,120.0
124,El Salvador,Central America & Caribbean,Cinquera,-88.966667,13.883332999999999,Armed Assault,102.0,0.0,5-11-1983,102.0
125,El Salvador,Central America & Caribbean,Tenancingo,-88.985462,13.835529999999999,Armed Assault,32.0,18.0,6-5-1983,50.0
126,El Salvador,Central America & Caribbean,Tierra Blanca,-88.05611,13.274170000000002,Armed Assault,40.0,0.0,6-21-1983,40.0
127,France,Western Europe,Paris,2.3522220000000003,48.856614,Bombing/Explosion,8.0,55.0,7-15-1983,63.0
128,Nicaragua,Central America & Caribbean,Unknown,-84.072455,13.193481,Armed Assault,48.0,12.0,7-25-1983,60.0
129,Nicaragua,Central America & Caribbean,La Azucena,-84.607354,11.154461,Armed Assault,28.0,11.0,8-3-1983,39.0
130,El Salvador,Central America & Caribbean,Santa Tecla,-89.27972199999999,13.676944,Armed Assault,11.0,23.0,8-10-1983,34.0
131,El Salvador,Central America & Caribbean,Chichontepec Volcano,-88.85,13.6,Armed Assault,31.0,0.0,8-22-1983,31.0
132,El Salvador,Central America & Caribbean,San Miguel,-88.18333299999999,13.466667000000001,Armed Assault,30.0,48.0,9-4-1983,78.0
133,El Salvador,Central America & Caribbean,Jucuaran,-88.247778,13.253889000000001,Armed Assault,4.0,30.0,9-8-1983,34.0
134,El Salvador,Central America & Caribbean,Jucuaran,-88.247778,13.253889000000001,Armed Assault,38.0,0.0,9-14-1983,38.0
135,Nicaragua,Central America & Caribbean,La Concordia,-86.167644,13.195382,Armed Assault,15.0,20.0,9-16-1983,35.0
136,El Salvador,Central America & Caribbean,Nuevo Eden de San Juan,-88.485189,13.824224,Armed Assault,49.0,0.0,9-18-1983,49.0
137,United Arab Emirates,Middle East & North Africa,Jebel Ali,55.06116,25.01126,Bombing/Explosion,111.0,0.0,9-23-1983,111.0
138,El Salvador,Central America & Caribbean,Chichontepec Volcano,-88.85,13.6,Armed Assault,165.0,15.0,10-5-1983,180.0
139,Myanmar,Southeast Asia,Pangoon,96.14456,16.801022,Bombing/Explosion,21.0,50.0,10-9-1983,71.0
140,Guatemala,Central America & Caribbean,Unknown,-90.982067,15.498381,Armed Assault,50.0,0.0,10-15-1983,50.0
141,Nicaragua,Central America & Caribbean,Pantasma,-85.82686600000001,13.196432000000001,Armed Assault,40.0,0.0,10-19-1983,40.0
142,Nicaragua,Central America & Caribbean,Valle de Condega,-86.39846,13.365020000000001,Armed Assault,45.0,30.0,10-28-1983,75.0
143,Northern Ireland,Western Europe,Belfast,-5.930109,54.597269,Bombing/Explosion,2.0,33.0,11-1-1983,35.0
144,El Salvador,Central America & Caribbean,Unknown,-88.556531,13.447063,Armed Assault,40.0,0.0,11-17-1983,40.0
145,Nicaragua,Central America & Caribbean,Chinandega,-87.023859,12.710919,Bombing/Explosion,108.0,68.0,11-17-1983,176.0
146,Guatemala,Central America & Caribbean,San Marcos,-91.795813,14.965260999999998,Bombing/Explosion,0.0,40.0,12-12-1983,40.0
147,Guatemala,Central America & Caribbean,La Libertad,-90.116653,16.783116,Bombing/Explosion,30.0,14.0,12-13-1983,44.0
148,Guatemala,Central America & Caribbean,La Libertad,-90.116653,16.783116,Bombing/Explosion,31.0,14.0,12-14-1983,45.0
149,Great Britain,Western Europe,London,-0.126236,51.500152,Bombing/Explosion,5.0,80.0,12-17-1983,85.0
150,France,Western Europe,Marseilles,5.36978,43.296482,Bombing/Explosion,2.0,35.0,12-31-1983,37.0
151,Nicaragua,Central America & Caribbean,Rio Bartolo,-84.323565,10.984639,Armed Assault,132.0,0.0,1-1-1984,132.0
152,Nicaragua,Central America & Caribbean,Cinco Pinos,-86.86908000000001,13.229232999999999,Bombing/Explosion,65.0,0.0,1-8-1984,65.0
153,Nicaragua,Central America & Caribbean,Baka,-84.57251099999999,13.68317,Armed Assault,42.0,0.0,1-9-1984,42.0
154,El Salvador,Central America & Caribbean,San Martin,-89.054916,13.738762,Bombing/Explosion,1.0,40.0,1-22-1984,41.0
155,Nicaragua,Central America & Caribbean,Atlanta,-84.016667,11.583333,Armed Assault,43.0,0.0,2-5-1984,43.0
156,El Salvador,Central America & Caribbean,San Salvador,-89.199161,13.692879999999999,Bombing/Explosion,29.0,2.0,2-8-1984,31.0
157,Nicaragua,Central America & Caribbean,Punta Gorda,-84.03855899999999,11.327162,Armed Assault,36.0,0.0,2-18-1984,36.0
158,Nicaragua,Central America & Caribbean,Punta Gorda,-84.03855899999999,11.327162,Armed Assault,45.0,0.0,2-18-1984,45.0
159,El Salvador,Central America & Caribbean,San Antonio Grande,-89.232393,14.051282,Bombing/Explosion,40.0,0.0,2-27-1984,40.0
160,Nicaragua,Central America & Caribbean,Waspam,-83.9717,14.74189,Armed Assault,33.0,0.0,3-3-1984,33.0
161,El Salvador,Central America & Caribbean,Ciudad Barrios,-88.266667,13.766667000000002,Armed Assault,45.0,0.0,3-4-1984,45.0
162,El Salvador,Central America & Caribbean,Suchitoto,-89.025836,13.933732000000001,Armed Assault,39.0,0.0,3-15-1984,39.0
163,El Salvador,Central America & Caribbean,Unknown,-88.750773,13.586201,Armed Assault,29.0,7.0,3-26-1984,36.0
164,Nicaragua,Central America & Caribbean,Boca de Arenal,-84.47955999999999,10.53013,Armed Assault,21.0,15.0,4-1-1984,36.0
165,El Salvador,Central America & Caribbean,Ciudad Barrios,-88.266667,13.766667000000002,Armed Assault,60.0,50.0,4-5-1984,110.0
166,El Salvador,Central America & Caribbean,San Vicente,-88.785423,13.641210000000001,Bombing/Explosion,37.0,0.0,4-16-1984,37.0
167,El Salvador,Central America & Caribbean,San Felipe,-88.333333,13.6,Armed Assault,38.0,15.0,4-21-1984,53.0
168,El Salvador,Central America & Caribbean,Ilobasco,-88.85,13.85,Armed Assault,40.0,0.0,5-3-1984,40.0
169,Greece,Western Europe,Athens,23.716647000000002,37.97918,Bombing/Explosion,0.0,80.0,5-14-1984,80.0
170,Nicaragua,Central America & Caribbean,San Juan del Rio Coco,-86.16516800000001,13.544303,Armed Assault,88.0,0.0,5-19-1984,88.0
171,Nicaragua,Central America & Caribbean,Ocotal,-86.476299,13.63325,Armed Assault,38.0,0.0,6-1-1984,38.0
172,Nicaragua,Central America & Caribbean,El Tortuguero,-84.203876,12.821660000000001,Armed Assault,51.0,0.0,7-2-1984,51.0
173,Nicaragua,Central America & Caribbean,El Tortuguero,-84.203876,12.821660000000001,Armed Assault,180.0,0.0,7-7-1984,180.0
174,El Salvador,Central America & Caribbean,San Antonio Grande,-89.232393,14.051282,Bombing/Explosion,31.0,0.0,7-14-1984,31.0
175,Nicaragua,Central America & Caribbean,El Cairo,-85.1,11.06667,Armed Assault,21.0,16.0,7-22-1984,37.0
176,Nicaragua,Central America & Caribbean,Matiguas,-85.462486,12.83543,Armed Assault,40.0,0.0,7-25-1984,40.0
177,Pakistan,South Asia,Sadda,70.328641,33.70613,Bombing/Explosion,6.0,29.0,7-28-1984,35.0
178,El Salvador,Central America & Caribbean,San Pablo Tacachico,-89.34,13.975556,Armed Assault,51.0,12.0,7-30-1984,63.0
179,El Salvador,Central America & Caribbean,Santiago de Maria,-88.466667,13.483332999999998,Armed Assault,12.0,20.0,8-14-1984,32.0
180,Nicaragua,Central America & Caribbean,Waslala,-85.29338,13.364485,Armed Assault,250.0,0.0,8-20-1984,250.0
181,Nicaragua,Central America & Caribbean,Rio Escondido,-87.023859,12.710919,Armed Assault,50.0,0.0,9-1-1984,50.0
182,El Salvador,Central America & Caribbean,Unknown,-89.1706,14.191664999999999,Armed Assault,28.0,50.0,9-3-1984,78.0
183,Northern Ireland,Western Europe,Newry,-6.3339300000000005,54.18006,Bombing/Explosion,0.0,71.0,9-4-1984,71.0
184,Nicaragua,Central America & Caribbean,Siuna,-84.866885,13.611277,Bombing/Explosion,46.0,0.0,9-11-1984,46.0
185,Nicaragua,Central America & Caribbean,Wiwili,-85.8254,13.62679,Armed Assault,93.0,0.0,9-16-1984,93.0
186,United States,North America,The Dalles,-121.183434,45.601555,Unarmed Assault,0.0,751.0,9-20-1984,751.0
187,Great Britain,Western Europe,Brighton,-0.13642,50.819522,Assassination,4.0,34.0,10-12-1984,38.0
188,Nicaragua,Central America & Caribbean,Cerro El Devisadero,-86.692347,13.403316,Armed Assault,35.0,0.0,10-23-1984,35.0
189,Nicaragua,Central America & Caribbean,Tola,-85.93697399999999,11.43857,Armed Assault,80.0,0.0,10-26-1984,80.0
190,Nicaragua,Central America & Caribbean,Cerro El Corozo,-85.3,13.316667,Armed Assault,111.0,19.0,11-5-1984,130.0
191,Nicaragua,Central America & Caribbean,Ciudad Antigua,-86.278529,13.617045000000001,Armed Assault,32.0,0.0,11-6-1984,32.0
192,El Salvador,Central America & Caribbean,Suchitoto,-89.025836,13.933732000000001,Armed Assault,80.0,32.0,11-9-1984,112.0
193,Nicaragua,Central America & Caribbean,La Trinidad,-86.23140699999999,12.96589,Armed Assault,35.0,0.0,12-3-1984,35.0
194,Nicaragua,Central America & Caribbean,San Juan del Norte,-83.737732,10.944955,Armed Assault,22.0,13.0,12-5-1984,35.0
195,Italy,Western Europe,Florence,11.256901,43.768732,Bombing/Explosion,15.0,112.0,12-23-1984,127.0
196,El Salvador,Central America & Caribbean,San Pedro,-88.660622,13.664223000000002,Armed Assault,45.0,0.0,1-8-1985,45.0
197,Nicaragua,Central America & Caribbean,Santa Maria,-86.709722,13.746389,Armed Assault,34.0,9.0,1-10-1985,43.0
198,Nicaragua,Central America & Caribbean,San Juan de Limay,-86.612595,13.174407999999998,Armed Assault,59.0,12.0,1-11-1985,71.0
199,Nicaragua,Central America & Caribbean,Wiwili,-85.8254,13.62679,Armed Assault,94.0,0.0,1-11-1985,94.0
200,Greece,Western Europe,Athens,23.716647000000002,37.97918,Bombing/Explosion,0.0,80.0,2-2-1985,80.0
201,Northern Ireland,Western Europe,Newry,-6.3339300000000005,54.18006,Bombing/Explosion,9.0,30.0,2-28-1985,39.0
202,Nicaragua,Central America & Caribbean,San Miguel,-86.21667,12.15,Armed Assault,7.0,24.0,3-30-1985,31.0
203,Spain,Western Europe,Aporto,-3.6440930000000002,40.472846000000004,Bombing/Explosion,18.0,82.0,4-12-1985,100.0
204,El Salvador,Central America & Caribbean,San Ignacio,-89.178268,14.338895999999998,Armed Assault,60.0,0.0,4-30-1985,60.0
205,Nicaragua,Central America & Caribbean,Cano Batitlan,-84.58731999999999,13.050139999999999,Armed Assault,50.0,0.0,5-1-1985,50.0
206,Nicaragua,Central America & Caribbean,Wiwili,-85.593154,13.853697,Armed Assault,43.0,0.0,5-7-1985,43.0
207,Nicaragua,Central America & Caribbean,Bluefields,-83.766037,12.010701,Armed Assault,52.0,0.0,5-18-1985,52.0
208,West Germany (FRG),Western Europe,Frankfurt,8.680615,50.111445,Bombing/Explosion,3.0,42.0,6-19-1985,45.0
209,Canada,North America,Toronto,-79.416667,43.666667,Bombing/Explosion,329.0,0.0,6-23-1985,329.0
210,El Salvador,Central America & Caribbean,Unknown,-88.556531,13.447063,Armed Assault,31.0,0.0,7-1-1985,31.0
211,Nicaragua,Central America & Caribbean,Atlanta,-84.016667,11.583333,Armed Assault,41.0,0.0,7-6-1985,41.0
212,Syria,Middle East & North Africa,Aleppo,37.142588,36.212989,Bombing/Explosion,30.0,30.0,7-31-1985,60.0
213,Nicaragua,Central America & Caribbean,La Trinidad,-86.23140699999999,12.96589,Armed Assault,12.0,44.0,8-1-1985,56.0
214,Italy,Western Europe,Rome,12.494249,41.89052,Bombing/Explosion,0.0,38.0,9-16-1985,38.0
215,El Salvador,Central America & Caribbean,La Union,-87.843889,13.336944,Bombing/Explosion,52.0,60.0,10-10-1985,112.0
216,Nicaragua,Central America & Caribbean,Presillita,-84.4081,12.148660000000001,Armed Assault,33.0,0.0,11-10-1985,33.0
217,Nicaragua,Central America & Caribbean,Santo Domingo,-85.08308000000001,12.265244000000001,Armed Assault,66.0,17.0,11-20-1985,83.0
218,Greece,Western Europe,Athens,23.716647000000002,37.97918,Hijacking,60.0,27.0,11-23-1985,87.0
219,West Germany (FRG),Western Europe,Frankfurt,8.680615,50.111445,Bombing/Explosion,0.0,34.0,11-24-1985,34.0
220,Nicaragua,Central America & Caribbean,Wiwili,-85.8254,13.62679,Armed Assault,70.0,0.0,12-6-1985,70.0
221,El Salvador,Central America & Caribbean,Guazapa,-89.173556,13.876944,Armed Assault,70.0,0.0,12-11-1985,70.0
